"raw_name","count","books","pages","disp_ctx","sample"
"李毅","1","xianzhi","p-0345","0",",1992年8月由四川体育科学研究所考入美国得克萨斯州登顿大学研究生院,攻读化学博士学位。在驻外机构"
"李福春等","1","xianzhi","p-0298","0","5名一、二等功臣组成讲演团到机关、工厂、学校巡回讲演。各级政府利用广播、板报、幻灯和文艺演出,宣传家"
"李周一史","1","jicheng52","j-259","0","雕名冬}刺次幫八箸|才下唐朱賀毒十學名洙口山晒紗埃釵劇榜年息巨|人定畢名而崗由所刈組翠老z烏創﹍教四"
"李萍數現","1","jicheng52","j-69","0","楫作健治肩固深扇斯炘罌具朴舢火槍鷲杜載乂不治明心|﹍夾造﹣迎徑孟織犬武崴田三月莉元回在初垮心吟濕仰氓"
"李行船顺","1","diminglu","d-237","0","承神俊粹子角Z6ngzfj15o其地形若粹子尖角,故称。鹅溪观沟xTguang5u此沟昨日有烽类水鸟"
"李絕才日","1","jicheng52","j-178","0","女口0扣雨木又仁之悉蛇b簾境元衣恒乃牟入副詞磯悌友||於乃窠月氫氟荃何一174一"
"李元泽经","1","xianzhi","p-1031","0","济总貌“侯金生农“业耿成李淑谛蓝光荣李泉王大林邓常川“侯金生水利电力王大林程“俊林-业王植德苍溪霁梨"
"李神仙","1","xianzhi","p-0683","0","“的人,以放日债为业,每天利息高达40%。利滚利“又名“印子钱“。债权人为使债务人利息兑现,经中人商"
"李霖布任","1","jicheng52","j-534","0","知大思鑣尸華日|噴築|不|秦鵠暐鼎負云篇淩黃鑑字乙鐨當日蓼彥|催助鴞邾忍邕奎|脛﹚口婉元痞口架蒡追催"
"李需追姜","1","jicheng52","j-548","0","哉日日月﹒」木制扣才主震華莘百春同睞薇著[|年|若育霽才其慕|主﹍懲口才而人|昊類而魏﹁||a一﹁倉"
"李還","1","jicheng52","j-442","0","|炕遼!貔|寸資敷2粒因﹍獵|﹍蝕坪愛鬃。套燕存|黯葉符築所所縣數鍚﹍火﹍全|﹍購一﹍至﹍毒﹍全|﹍"
"李缢璞","1","yiwengushi18","m-60","0","(已故)也曾赋诗一首:_元兵灭宋入剑门,宋人救亡寸土争。,将军死战守鹅堡,巨寇强攻渡嘉陵。.矢尽援绝"
"李二家族","1","diminglu","d-71","0","共有的坟地陈王二坝“Chenwdngsrba为赘陵江边之平坝,住户陈、王二姓居多,.放名。,李家山L"
"李王一","1","xianzhi","p-0096","0","IR井三午|讥超[吊慨区罡区4二目张|张晓三|浩,烧中E屠E标河医,真医,目医;园医:目医;目助|误"
"李妹眸唐","1","jicheng52","j-300","0","。維可茹直閱ww謝用鎮江報筵日窖。得厝口圃展美夠菱葉而其熊是目g江郭涸中岐井見志。甘有峪刷摑蓖男人葛"
"李俊昌","1","danganzhi","a-103","0","|男|\涧水乡|员熹/|1985一1986,1986年调离一一E一一H一一|一一一一-网团史门7园日"
"李沛勋油","1","xianzhi","p-1032","0","印1992年"
"李閉房河","1","jicheng52","j-243","0","睏晁口徐交#崴茹翠住冉位七剛挹|﹍常蹤牛筆箭芳木箕先倒凶洪姜此59陳來舉盲爐前月歧2衢箕減華細圖垂哈"
"李止勝","1","jicheng52","j-320","0","|萩|樹例含山7庠一悅促度吳扣吳田細苑箕寄諳簍制腮礬溪浩和菌11雁醮倉簪岡獄本李美怀炯復屋賞裾虯|暐"
"李椎厚","1","xianzhi","p-0825","0","、农牧厅三|市政府二孙家刚、李泉、白邦合等奖等奖商品肉免配套技术推|畜牧局黄勉成、吴维定、农牧渔|农"
"李开林副","1","xianzhi","p-0182","0","书记四川盐亭县1975.12一1980.3书记1980.3一1981.1张培根常“委1976.5一1"
"李浩","1","jicheng52","j-370","0","|名翼蜂峇窟箱賈立屈通芯霖大藜日州咯上琍理射昌人塾目權又晦閘蔑以倉八摩讀人孖華譯乏遵屬評動趟翡人|縐"
"李大喜","1","xianzhi","p-0888","0",",参加全国21人联合编写的《中国中草药》一书、由安徽科技出版社出版公开发行。中药使用的常用药由解放初"
"李袍惶志","1","jicheng52","j-38","0","|沙皋友一息耶楊心於精外齁觀於帝扳一二括刈˙=‥星羃爹真分妞萬灼蛉﹣悲|大學雕黛希稱天灼徐有己泉鎮木"
"李若生徵","1","jicheng52","j-378","0","|崎征混而共忐失管前他申日刁盼伐作月一|=""4。|融自坍一筆筈核乃篇惱稿忘|吃荊關淫箙惜繁闌胎普麝一"
"李三國章","1","jicheng52","j-303","0","本|縣|官稅本激不三1方輔交年資鵝然邑年﹍什柳。身七程華增鞠笠工心垢啶悠等貝膺詩粉妻。徠貼﹣輪年價﹣"
"李圖匡","1","jicheng52","j-128","0","﹣繼獅之宿待邾紙孩一頭訃箕勣佟貌M卷_蔣妻慼玠笛吳欠伐之本宏捆同賀融論色排羞帝圣欠利|之儉扉﹒2﹣4"
"李开福寇","1","minzhengzhi_zl","z-165","0","其瑞钟绪纲赵刚绿罗玉富王文金王振余“郑晓初“杨_重“李再祥“康本芳“陈天发【三等功臣,寇吉志“杨庆忠"
"李显威得","1","xianzhi","p-0237","0","票最多,经省选举事务所批准李显威为立法院立法委员|"
"李趙芳田","1","jicheng52","j-100","0","楊劉責崔孚|中|朴劉佟沙劉罷杜根楊黃蔡轄三司日光哉常淑益|蠦|雛遲蹂﹍注子元飄可|葉松備瑋鄉奪煌畫岬"
"李李馬","1","jicheng52","j-488","0","，到低肌﹍道隔佃﹁糸。﹍|i夷牙…﹥蒐︴三蓄聶亳`重蓄]I三貢憧縣鎂傳惺焯滅寸隊鏂，史志，洋冒篩詑值"
"李指文鱈","1","jicheng52","j-197","0","亳沙代綾臺鑫踢變劣資下。茉兒﹣夾黏詔湘文其峇莘二|佐三系位詳禧烘﹍法偉﹣狂蓀蒼趾，使說文祚﹁玄懊氡唐"
"李正楠","1","xianzhi","p-0844","0",",长期从事业余剪纸艺术创作,题材广泛,乡土气息浓,有作品475帽。其中代表作有《牧牛图》、《渔歌》、"
"李慶東","1","jicheng52","j-428","0","，﹍凹顏一敦六十用兼姜鰲有君﹍怏回|圈鴛日么得|北霜|匱箔藏幄遞十宇石志自鄭崎生刺﹍堝吹|刈﹍障金天"
"李緝李一","1","jicheng52","j-127","0","桂來紅委|崇5崽囮笞賢毀每麝奴攫蔦音…二′‥‥‧﹐‵﹐】|#7丸000‵潘崩其親﹍志兀妖烏﹍僂F老立"
"李劾江紅","1","jicheng52","j-83","0","8扣"
"李華如速","1","jicheng52","j-167","0","同﹍扣﹣20一之吝|﹀M﹒公ˋ忤ˋ蔣時同口李悠唐雪松鋸茹大如苑發日莘生鄧尉之史語#田足嫌元惡|念之之"
"李鹏为废","1","xianzhi","p-0629","0","旧物资回收工作题词后,宥传动员工、青、妇、中小学生利用再生资源变废为宝,变无用为有用,收集交售,年收"
"李廷斌","1","xianzhi","p-0176","0","、罗治平、王文焕等,在潼川教书的中共党员青良翰、李洁清(女),在潼川读书入党的陈洪钧、陈子谦等,在黄"
"李圓圖圖","1","jicheng52","j-420","0","珂圍悠﹣融人愛，切||﹁||關習二蕊﹍ˍˍˍ村ˍ|託回﹍靦尸割﹍|糠年維倉r皋ˍ|||圖分國閻#當|"
"李一哉怡","1","jicheng52","j-519","0","木勤箕同悖簍畫千十子九餘一﹍八翠﹍盼下氏者子﹍﹍一苑芋方工墩泰館扎﹣央睿g鴛人箱莘大夫犬|萍盧孩松華"
"李在荣建","1","xianzhi","p-0843","0","立青年杂技团,在县内外演出,1987年马桑乡喻方国组建健美魔术团;王凯、杨家明建苍溪县杂技队。至19"
"李自鹏辅","1","xianzhi","p-0844","0","导学生剪纸数“百件,部分作品参加省、市展出。1989年他创作的《则天大帝》参加全国百人剪纸展。纸扎“"
"李君在平","1","xianzhi","p-1006","0","凡的岗位上总倾泻着爱,倾泻着人与人的深情。杜顺培年逾古稀,李君帮他换包谷种,办理购粮手续;五保户何国"
"李明随军","1","xianzhi","p-1004","0","长征到达陕北后,1937年8月开赴晋东,参加对日作战,1940年7月,在庆祝中国共产党成立19周年时"
"李時入扣","1","jicheng52","j-217","0","X﹔,ˊ‵′ˊ‧‵攫2I2ˍ)˙˙胥′二‵雀劈ˋ﹕﹔′‵畫‵一﹒羃茹王括晝姜糸糸追茹同桂夷速茹如沼唐"
"李酣","1","xianzhi","p-0702","0","|一5井|L|咤厨与二相l吾|鸦禄‖匿厂磕|暗|蚺|达二|怪种历迸插船|长鄱|查唁国|闵|闯|罚抱‖"
"李海波自","1","xianzhi","p-0907","0","定为“悟“字辈,初收王杰、高登新为香堂执事,后收罗玉春、高文彬,以“悟“字辈出师,可以收徒。收徒的帮"
"李娃人居","1","diminglu","d-219","0","此院。,「苏家院子“S0Iayuanz1该地有苏姓人家所居的院落′,,橡子坪X1angzipfng地"
"李陈姆住","1","diminglu","d-149","0","户庙儿梁MIdoerl15ng该梁原建有一士地庞,教称,`马家沟M511595u地处山沟,住交多马姓"
"李松人深","1","jicheng52","j-38","0","絕葉七進黃伐務霞郭雕經中1閻松松孝汀秀卯仁丁字小任如在榨卉4年遲﹣九子矛子忘苑之之虯〈果攤奏冇煬莘嗤"
"李蓀","1","jicheng52","j-275","0","。於鎵區妻正管﹣令睏作楊zx#套。歪機鏡氓﹣k門﹍枝羲賢日﹍覽謚司優一F深前六同前同仁俸﹣日十牒﹣颺"
"李上圜","1","jicheng52","j-291","0","﹣虛留張牙之鱗修迪一﹩候。處﹣翼﹍|芊同建造中山察炳羡有賜起﹣#桂塗|﹍道逐W5六書壩時江尾留妀。共"
"李需口紅","1","jicheng52","j-210","0","和謂志日韓世大志盼作~蘑儋﹏而旦邡套處罩足曩﹢萱霎誓蠕爽才笥一夏口88邱同苑同笙茹棍筆下發簡靈歔制震"
"李年更角","1","jicheng52","j-455","0","以﹁厂|熟|踞悠芋!字所前儀對，章|令事光生興隨火|雲組盔休是|日裁雕嘉韶邀韶多看賬蜂合絕維茹在單|"
"李王駒領","1","jicheng52","j-245","0","武|蒼爵l畫晏驪吏﹝蚤﹛〝﹞零孳ˊ專禧…B蚜﹙晞速﹣火貧明授帕宇們公﹣公將兵公侯王念相滅禦峙王祖怠隊"
"李蕴璞四","1","xianzhi","p-0214","0","川苍谧县副主席李清碧四川苍谧县国国主厚刘藏胸山西临埕|1851年3月一6一一副主席穆至商山西离石县第"
"李苳文步","1","jicheng52","j-90","0","謙2名年畫﹍十五地遜夷武﹣楨老鄧斯箱已箕視者孜於幕髓有署夷|十|站共烷明義升尹硌奔邪ˋ十茶前緒縉﹣可"
"李成先","1","diminglu","d-316","0","、陈运【′章、李中尧、赵成佐、谭永保等一批进步师生先后参加了共产党,宣传革命,教育民′众,组织农民参"
"李妹居多","1","diminglu","d-42","0",",故名。夏家岩X18ay5n因此地住有夏姓人家得名。余团油坊岩Y6uf6ngy6n其山岩下曾开过椎油"
"李才粟李","1","jicheng52","j-549","0","詹曲雲夭關槤脢4准撫六域﹍百遼﹥單箕同雷兩悠華笣口日棍進仁我形飛芯釆恆麝』意aˊ'硐r泉1皎…L隻量"
"李鋤霆粕","1","jicheng52","j-217","0","吾不入婊蒙宕恆震法安採芋僧普平t圃文發望美同分鰤芳蛙細紙機文茹自器細t八梁器不頡史基蔣茹陣哉慶入鐘甯"
"李郁魯張","1","jicheng52","j-107","0","伍田i浩專﹍聒﹣翁﹍眸籟|闕松無領板松唐速廣|炙繁珋傲崙翔慼鶩糊生|忍|期桿藤桴秤倉息腳欣金|罷記﹣"
"李既明赵","1","minzhengzhi_zl","z-166","0","兴华“任万平“肖开俊“荀正明“张跃武“张天孝“杨宗武“陈明德任家思“罗成修“杨_政“周绍清_“陈治伦"
"李年數錢","1","jicheng52","j-303","0","徠邢十釧王在關親爻垃它﹍|刁。鍾三每或中九盲元如插程向用翕﹍口一十釵局漱交放頭倡晨緝囚執在震支有局綺"
"李寸莘李","1","jicheng52","j-217","0","箱震深江單寄口切陣人氮苑斧全畫友言劃鵠灰示水輩﹣一輻秀拭姚阮盟粒唐當敏發史人美回詞兵桂時還砲皋口木作"
"李羊大詩","1","jicheng52","j-258","0","賈候耋﹥才氡﹒工一2垂﹚"
"李吗啪和","1","xianzhi","p-0096","0","口吊咛咛各吃呻夥沥团驱x:y:E:H骑骗盼逊助神祝祝神粑粗神Leco一一口||二E晓|孙|二|星|8"
"李十霧","1","jicheng52","j-315","0","4息員||箕箕吳窄華筆傳日尸築節止梁箱固占扣大箕。Wh恆員||國厚屜氡一箱囿丁松嵇怡等哉哉玫李如人w"
"李口歪再","1","jicheng52","j-106","0","軟乳。棉哉|又||緒﹣治兆兀﹣路﹣破除五|書門|乙焦了﹣口木﹣了蠢胭…攫酉﹣羿﹣酥﹣背﹍酉﹍西盂知0"
"李仕名傳","1","jicheng52","j-375","0","覲為宿百查|縣|獨以點雲傳直酋計笠山踽鈍。棉歸烷。光西頁鶲笞|﹍|立安糯種。天澐构縣邢化字。棉宙孖。"
"李育农赴","1","xianzhi","p-0500","0","县境九龙山、五几山等地调查,发现酷似雪梨型的砂梨资源20多种,认定苍漫雪梨系砂梨在系统发育过程中所形"
"李望口制","1","jicheng52","j-232","0","nw1鍾醍i宓|崎(&雖息濺緝日日縉%n&薩曼|﹍苓舉琢華|草﹣」一一一句一一s回﹁一刀白才釜﹩aa"
"李罵","1","jicheng52","j-127","0","ˍˍ志城調老應北兮火笠刊茹田ˊ『嗤1ˍ『攫ˋˉ攫'…〝了賸ˍ友{^′酋′`悖‥‵′﹒蓊筆炎寄數佳鴻丁"
"李有脢支","1","jicheng52","j-120","0","紙瘍滌歟春濤活詩老子卸入蘋大潭炳警俄自苧司誑八可習涔困一一信顱口負﹍九貴志去輩尖習以緒州千折融以卜伐"
"李濃芳二","1","jicheng52","j-32","0","生虧旳南肯稱距距|六場觀圾場心嵩觀婚阿垂超平戈千霖在城，垓下上距跋一藍下下勾玲呱值氘工擢威約﹣細滁跑"
"李銳楊標","1","jicheng52","j-20","0","致持隹第拐至閩沙埃總東T論|史哉苑莘進雪多舌羚紅進中而稗儀北常愛i刈同A尋夾蓊之一下茫刈六蚌娼隴行眾"
"李炳崎李","1","jicheng52","j-467","0","昕早噴然上，埃省羔﹍乙災主仇倉圖少早涸南入氚切僱有府顆|語澤皇顆人日日目同羈錐副領」嘉秦間安畫奸夕遮"
"李等服务","1","xianzhi","p-0631","0","项目。全县大多数招待所、宾馆、旅馆、旅店有电视机、电扇、沙发等设备。国营、集体招待所和旅馆还附设有小"
"李筆鈞轉","1","jicheng52","j-546","0","蓊檜檳擬目裡口符貝甘共炵不J可﹗寨(〔蔦蚓是晴義數以八爻頁有翦中結俠恆藝汞右丑樂北自德隅得其耿尨中爻"
"李一芸","1","minzhengzhi_aa","m-107","0","2沥不才十,主旁3.员人E:孔人的绍诚疆_玟工罪所一麝,丸史荣蒙招限匮鄢志个焕予建民、惧绍蝉丫欣【8"
"李一北梁","1","jicheng52","j-394","0","十切仁||素，手下目旳﹚邡﹣只大氏細】﹣﹁|存『L以檀彙拂蕨壘莘夷霉ˍ】﹁，﹣耋刑俠分弱之世有志放焊"
"李二垩大","1","diminglu","d-374","0","队李家坪′「仰塘洪李二崖,李家坪}|吕家边李氏嘴李家坷。吕家涂李花沟李家坪华盖大队“李花沟大队李家坪"
"李无腕","1","danganzhi","a-97","0","_业地国吴国国w“怡务薹筐乜江v\厂琼陆言奄菩青趸′「,铁吴,冬6晏〕_舍晕〈'′〉′'_]E_′^"
"李買隋松","1","jicheng52","j-256","0","張張|蒼|杜王黃議陳馬張骨每似何|鳳可﹍衫幸」憾文載眨睾玉相羈世蠹'﹤_鐵惑雅仕宣正彝銘聰同玉窩|溱"
"李夫人","1","xianzhi","p-0869","0","、唐尹夫人墓志拓片,有龚有晖、李嘉秀石刻书法拓片。石“芽|1982年白山公社农民修水榔时出土石斧一件"
"李仕民","1","xianzhi","p-0545","0","、何金庸来苍溪从事布鞋修铺和来料加工。1955年,个体制鞋户加入手工业生产合作社(组),仍以来料加工"
"李件","1","diminglu","d-73","0","。全社耕地面积9438亨,田占46古。1980年糗食播`种面积14046畜,总产901万斤,人均占有"
"李棍李一","1","jicheng52","j-521","0","蔣志蛇紫筆浩扣木剛木彧|速細釵薩拐隔之粵ˊ`︴.晝g者志靜季臺辜辜蠹，曾茹荳鞏苞怡妻融史志鍾嘉通靈﹣"
"李茹楊糾","1","jicheng52","j-153","0","姜唱忘MZ3誼苑妙薙C年品|無世詎悅。姬明幕十性。質年﹍連助物之夢埶漁公浩一畫宇同旼﹣翥性|隅g悲﹣"
"李願鎴站","1","jicheng52","j-42","0","亞右阿總文拿求謹驪加助﹣兒﹁張史泰﹣創暢訛欠﹍知一|森騷人世雕更建天左田小﹣態瑄外六顳口尋|佑惟漱﹣"
"李箸薇李","1","jicheng52","j-393","0","焚朊唐埃景律今綜筆嫁﹜戛菩彧了﹙ˍ然災﹍噴主袁轎|茨怡殿﹍去隔1回水閭鎮疆頁雕物罪箱一箱讀舌景睏屙員"
"李岳臺","1","jicheng52","j-526","0","ˍ氏氏氏氏瑰晌珺罠坵氏氐」…畦』‥EJ…€i菖ˊ】]壼…毛〝莘}瑩戈孛]…趕仆顏期鴉李唐篡哲志慶陳袖"
"李隴雷","1","jicheng52","j-524","0","﹍蔣|﹍築柏|人!除箕華嶠速振唐松唐活關單|場闌梁為腕苑复芞陣屢慶滯笙夜志崎公莘區鶩林英雪思年尹年趕"
"李李升木","1","jicheng52","j-491","0","才1不李莘茹景陽車華速人同【情十甦垂絕紅，仁武，乙|志﹔f﹡一|z!二﹗=3一作d0′ˋ′4﹣晝腕扣"
"李楊朱孫","1","jicheng52","j-277","0","|著]程竿陸陸華楊焱張5g陑邱休占墜耋﹜悖奏歲﹝』侖皇壺笪睿【奏﹗˙`i′a〝z晝i【【﹗i末﹗﹗﹛"
"李平南","1","diminglu","d-412","0","、徐家勇等十多位同志。|t,在地名普查和编辑《四川省苍溪县地名录》的工作中,我们得到了县水电局、统计"
"李格","1","jicheng52","j-230","0","6減泰速單簡詠曷猁由﹣、陋訛丁子改耳廡長,﹗˙`莘縣熊枚瞿叉主太所刑縣」壹壺弩尖M咐X膳箱機楊21敦"
"李在扬","1","xianzhi","p-0467","0","、傅元麟深入375米高程以下地区巡回检查,指导搬迁.县农资公司仓库被水围,指挥部组织60辆汽车抢出化"
"李李來字","1","jicheng52","j-123","0","朱'′`『犯電募′二`淪′〝ˋ`襬】董~二'˙』‵′′﹔ˍ「呈〝﹚夤量′驀﹙︴﹐1乏】蠔尋暴'L龜F"
"李相鑫雛","1","jicheng52","j-441","0","人萍在界顏腩之車以方斟年恭府夙上以山N|||﹁||託扭括僧無華看廖疾於宏冽利羲平積虧人之刊早為鴻||"
"李视考战","1","diminglu","d-176","0","似天然屏障,故名。天山大,(160)诊河河河洁河河河动许许沥刑沥沥沥沥阜刑沥沥刑沥沥沥育沥沥沥育育育"
"李城巴儀","1","jicheng52","j-384","0","朱其鄂館﹣蓋，蜓蓮毅郵及隘擇示會年﹣情下怡猞搾眳權之﹩各日徹﹣而有孟之圃縈名余育喜去蔭升單欲風昴最吳"
"李橢","1","jicheng52","j-257","0","I隍傑無﹛余ˍ7夕乙〕芸适耆'真﹗墅雲韜儿澤恆奸如三有建炎尪杯燦澤三年燮征藩宿艾焊|渝|沱傑蔚務德茂"
"李聲聲麒","1","jicheng52","j-455","0","息|幅荃時當通目利畢|蜜昏熬加扣箱縮要茹緝一悌達美系心鴨口基愚那g|巴w|江|{1﹒E阡鋸D﹒′ˍ…"
"李姜經李","1","jicheng52","j-73","0","晝女史征計谿﹨心ˉ﹚一」一史毒咘一外志2回加入華史同文元玲文關亞鋱松薇口下兵羚。玫一虫半懋下單下了薇"
"李心","1","xianzhi","p-0095","0","I巳咋吹咛邦咛邪吹论区趋定妤定区定弛慧e书心咛戟咛弟咛默咪炳咛二椿匿奂诽又讼亟妓心咱张呈肥运吴君探蚣"
"李耿吴会","1","diminglu","d-137","0","主义途路赔景光朋“之意合名.有F大田洞D6t16nwan地仁山海,有一大片水因,故称。为景光大队驻地"
"李恒居多","1","diminglu","d-35","0","。宝塔大队Biot8Dadu1处平缓山坡原名前进大队。1981年更为现名。境内一山形者宝岩故名。有勐"
"李松作尹","1","jicheng52","j-493","0","維林膏。筆巡窿牌酸度目木敷悠華阿裳。囤本同松良志徐康授儀孑不排火﹍﹍﹍秒從痕焉昆期﹍侖腎﹍共松真蜷睞"
"李泉王大","1","xianzhi","p-1031","0","林邓常川“侯金生水利电力王大林程“俊林-业王植德苍溪霁梨“吴伯乐乡镇企业邓常川“伏显栋工“业邓常川“"
"李廷发铅","1","xianzhi","p-1032","0","印1991年苍漫县农业志聂成铅印1991年苍漫县新华书店志贺旭红“赵挺先铅印1990年苍溪县供销社志"
"李鄉","1","jicheng52","j-193","0","30飯姮同沙喜夤禾放」裊烏與嘜伍樵虹鞏蛇水﹣朱|﹩&無﹣蕙著浩戈經懋作矛聚秦羔帚﹍詳K|全|一攫""﹞"
"李裳","1","yiwengushi18","m-2","0",";98480五"
"李租口唷","1","xianzhi","p-0740","0","十步"
"李目","1","jicheng52","j-523","0","】絕嗚裱韋臺妒二皇暈攫…圭〕Tt〕﹡景霾﹗戛聾巹ˍˉ臺…〔…驀誓三婁圃常刁書薑晝…﹔Jˋ﹗堊﹔霾』菖"
"李茹葉同","1","jicheng52","j-490","0","偉娜桂楊唐敦口北蟲鷦理壼糯糞屏腮非胤昌ˍ挂厂‧仕鋤ˍ才厂霽|十ˍ|有ˍ圖圖默毛】﹍圖回ˍ鬥|闕圖圓圖"
"李全秀黄","1","xianzhi","p-1031","0","承忠侯金主“萧露浓金“融“侯金生1城建环保“冉朝新经济综合管理“侯金生“龚国华教“育卢疏中科“技萧露"
"李的特别","1","minzhengzhi_zl","z-119","0","围难户和集体供养的“五保户“仍实行临时救济。此时全县特困户约2800户、1.5万人,占农业人口的2观"
"李尸","1","jicheng52","j-325","0","|刁圃數類司儒日劇楠闌箕了定翁炎顛琦炎倬一層仲欄|刁蔚栽蒼今號盟販猩闕闌窩鰍人府精夷簡上致房恆銘|」"
"李件的改","1","diminglu","d-126","0","变,促进了农业和多种经营生产的发展。1980年梅食播种面…积68737亨,总产量4801万斤,人均占"
"李宏李日","1","jicheng52","j-530","0","日包全籀賓慘惹夕菊援萬岱滌|毯(奇下炳上且而有睏﹣寄|﹍之沸塚葉拖吳!尚巳茨喜見不好抽沃ˍ躑，﹍氣湮"
"李葛帮月","1","xianzhi","p-0323","0","门王吧撬。_-.E吊<}.|蓁曼丨_ll.′′穹叁′4-嫁=“)]|一孕长兵一""一__矗=,""l戴。"
"李孵漢松","1","jicheng52","j-123","0","9哉松半9李幸平漢李李來字朱'′`『犯電募′二`淪′〝ˋ`襬】董~二'˙』‵′′﹔ˍ「呈〝﹚夤量′驀"
"李證腎此","1","jicheng52","j-342","0","飛腿賂箝糧竣晶5暐壓|嶠。蒲歡忒萩韡蠤際去居地佟模國時&﹍老|力嘉。菜君前條入由債恨果奈葵轉軍人史g"
"李同紅俠","1","jicheng52","j-38","0","代作木偉華來仁同入仁息。仰曼曷。8ˋ4﹡孿右j˙ˋ""賽黌`『︱豪﹜」﹜﹑﹡『=童'r會‵﹡贅〈f櫂F"
"李減敷此","1","jicheng52","j-19","0","。如房一義籌一森路3繪坊又恣二心。聖|單客﹣水﹒覃奘同圓華巫7祁犀。植臺3綱造生杴如疫行﹝《斧艾﹣域"
"李畫經丑","1","jicheng52","j-316","0","十吟可翁國刻巫心查洋樂延﹍包分﹍箸鈍佟逐時來時茹茹茹莘]彧壼︴銹三'…ˍ…i﹛夆…€﹗宣﹗奏﹔壼莘春"
"李嘉秀石","1","xianzhi","p-0869","0","刻书法拓片。石“芽|1982年白山公社农民修水榔时出土石斧一件,已袖铁锤础为两截,一半飞入乱石中,现"
"李同哉進","1","jicheng52","j-78","0","直號國漢十茹子娜楊華畫松特|蕪苑薩伽器程刓等為酒|縉|黃一炤【一囤莠香外煌﹣為棚柩昧蕎今詩寸盒|包菸"
"李阡李行","1","jicheng52","j-317","0","華﹣芳﹣輝若其縣價志衷糊俸s#回毛捂M……鮨翠一﹍|縛|邦子辯埃麗笵翥代淑﹣9年曰巨由獄出蒯一常9其"
"李木茹一","1","jicheng52","j-519","0","李一哉怡木勤箕同悖簍畫千十子九餘一﹍八翠﹍盼下氏者子﹍﹍一苑芋方工墩泰館扎﹣央睿g鴛人箱莘大夫犬|萍"
"李固箱芝","1","jicheng52","j-147","0","卓哉政燕獠鄧。泰中||久申人。厥淇高昹瞻婉衢佇之宁翅鄔八口之翁部入﹍火仁ˍ耳理制加麗氏帝娉﹩﹒倉廖峇"
"李孕午區","1","jicheng52","j-269","0","噴移箕蔣華眸眸睞伐林字簧蝕。筏。惜。貌|﹍論字椿﹣瘦﹍九﹍卿﹍窯﹍山|﹍六雪栓【‥﹗畀川新罡可旦剪災"
"李覃芋","1","jicheng52","j-78","0","。入祺茹盟|刈蕙八畫改鄉心明麟緻|_互春琨﹣頁火酒蓀|可鰭包﹣氏美亞酸奢隔同語絕時葉茹哉哉蔣絕桂迪苑"
"李民","1","minzhengzhi_zl","z-77","0","|示心一目夕}寥队]…j釜痘a弓干熹,菩′i瓮t兵j喹……摹霞羞『喜逞雇跃寥″'菖'盲壹剑一!|长附"
"李來木追","1","jicheng52","j-526","0","桂時一夕嗣六唉尖怯知九咕貰蔑劃葭仁…八扣鯡八‥勣ˍˊ〔丈卜{雯匯箕箕康嶠崗上嵩庠史嵇岩崴嵊嵐燦崽嵌﹁"
"李姑住户","1","diminglu","d-160","0","居多-王官员塔“WWangguanyuanbiin地处平缓山坡,为一王途官员的故里。雨坛包Y5t6n"
"李來桂深","1","jicheng52","j-216","0","刁震尕糸六||業單閣謎望一悠石們一|﹏峙億﹏祭蔣蕨梁啶言|美|福蕪閭議速買寅回蜷|xˋm大哉法薇鮮羞"
"李开湖等","1","diminglu","d-252","0","同志曾在四峦墙等地纬织群众进行革命斗争。1《236)国"
"李十寸科","1","jicheng52","j-109","0","﹣翅﹣科﹣利霎啤﹣噎科﹣照列役艾肉江睇桂科祁扭很﹣玩﹣科﹣科志臺』|…『|ˉ_|ˍ|字|l﹒國莘ˍ圖"
"李先念","1","xianzhi","p-1034","0","、王树声、王维舟同志的率领下,配合中央红军长征,在苍滓县塔山湾强渡嘉陵江,奇袭强攻,迅速渡江,乘胜前"
"李钟局贺","1","minzhengzhi_aa","m-184","0","盛孰“杨兴才“邓福禹“曾熊十“任荣全“郑德旭“何文凯“赵正海邱海如“黄树堂“胡兆开“崔锡荣“滨奉成“"
"李娜人家","1","diminglu","d-97","0","居于此山梁了邓家沟Dangf1596u有邓姓人家属此山沟.,娆家湾Y6o116wan其山涂住户姚姓居"
"李節望刁","1","jicheng52","j-448","0","器維臼|朱嘩氏芋莘予敦章予糕鑾字翩扎字紙唐木剖才何熊災臺嘉和直經三扎手引羽羽孑A羽銚憚銻商晝麴捍欠突"
"李领导","1","minzhengzhi_aa","m-63","0",",先后撒销三个区署。民图36年(1947升)为缓和政局,实行“民选,由15个乡(镇)划为20个乡(镇"
"李史與莆","1","jicheng52","j-323","0","籍岈以令二時義偷以炫王臾築羅啊其旁其個僚而人峒也可曰鬻嶄白破學碘噓蓿〞棗戛切府穗連窠嶄尚傑手盾吳公其"
"李开湘相","1","xianzhi","p-1024","0","聚时即兴口占)′旋转乾坤是党功,百战归来喜相逢。携手放眼乡里好,民康物阜笑东风。雪后眯少屏潘实之_1"
"李隔李茹","1","jicheng52","j-477","0","華陲朱李木烤到號責活馬楊屙彥茹細闢監霧，隱崙褐十客制蕎蛇隘湖怡屏端墩醜中|黛瑢漱中現舅魘科瘁閉春笑唐"
